,bib,name,team,category,rank,nationality,time,Delev,StGer,Conta,Balme,Bonhom,Chapieu,Seigne,Combal,MtFavre,Checrou,Courm1,Courm2,Bertone,Bonatti,Arnuva,GdColF,Fouly,Champex,Giete,Trient,Catogne,Vallo,TaVents,Flegere,Arrivee,timediff
69,1055,FREI Patrick,,V1H,70,CH,105015.0,5466.0,7825.0,12419.0,17159.0,21702.0,24035.0,30691.0,35333.0,38818.0,40896.0,43015.0,43937.0,48239.0,52509.0,55376.0,59925.0,64161.0,71804.0,80081.0,82413.0,87548.0,91037.0,99418.0,101882.0,105015.0,28860.0
70,1532,DAVIES Anthony,,V2H,71,GB,105386.0,6153.0,8867.0,13925.0,19861.0,24594.0,27061.0,34603.0,39371.0,43032.0,44952.0,46995.0,48152.0,52196.0,55846.0,58613.0,62981.0,67386.0,75181.0,83552.0,85794.0,90431.0,93072.0,99766.0,101942.0,105386.0,29231.0
71,497,LUKAS Jens,LSG KARLSRUHE,V1H,72,DE,105797.0,6653.0,9562.0,14882.0,19949.0,24679.0,27068.0,33753.0,38632.0,42031.0,44253.0,46666.0,47332.0,51294.0,55342.0,58297.0,62173.0,66695.0,74283.0,82355.0,84832.0,89680.0,92650.0,99587.0,102250.0,105797.0,29642.0
72,1007,GRAIRI Emir,ES THIONVILLE-YUTZ,SEH,73,TN,105823.0,5404.0,7735.0,12768.0,17618.0,22348.0,24312.0,31730.0,36242.0,39956.0,41919.0,43866.0,45368.0,50586.0,55339.0,58261.0,62738.0,67506.0,76191.0,84941.0,87281.0,92178.0,94563.0,100915.0,102948.0,105823.0,29668.0
73,1011,OVERNEY Thierry,,V1H,74,CH,105830.0,6189.0,8731.0,13484.0,18032.0,22459.0,24711.0,31663.0,36317.0,39878.0,41831.0,43932.0,46251.0,50296.0,54236.0,57242.0,61854.0,66788.0,75959.0,85019.0,87426.0,92197.0,94585.0,100917.0,102955.0,105830.0,29675.0
74,126,BIANCO Pedro,SPORT HG-AMLSPORT,SEH,75,AR,105849.0,5368.0,7878.0,12620.0,17089.0,21377.0,23409.0,30586.0,34239.0,37289.0,39270.0,41274.0,41755.0,46726.0,50773.0,53227.0,57352.0,61405.0,71178.0,83226.0,85719.0,91223.0,94238.0,100594.0,102596.0,105849.0,29694.0
75,638,FUCHS Sebastian,,SEH,76,DE,105889.0,5653.0,8119.0,12618.0,17060.0,21111.0,23272.0,29525.0,34031.0,37430.0,39404.0,41507.0,43063.0,47199.0,51204.0,53977.0,58212.0,62408.0,70317.0,81533.0,84408.0,89320.0,92376.0,99864.0,102594.0,105889.0,29734.0
76,180,KOURKOURIKIS Ioannis,PEARL IZUMI GREECE,V1H,77,GR,105904.0,5496.0,7878.0,12628.0,17394.0,22608.0,25019.0,32777.0,37820.0,41338.0,43514.0,46018.0,47716.0,51842.0,55191.0,57492.0,61363.0,65337.0,73052.0,81195.0,83345.0,88303.0,90965.0,99250.0,102008.0,105904.0,29749.0
77,76,GROSSMAN Dominic,NEW BALANCE,SEH,78,US,105945.0,5194.0,7662.0,12111.0,16838.0,21171.0,23486.0,30055.0,35285.0,39007.0,41137.0,43346.0,44540.0,49130.0,53132.0,56121.0,60982.0,65713.0,73748.0,82599.0,85284.0,90037.0,93050.0,100306.0,102661.0,105945.0,29790.0
78,250,GARATE Xabier,ZARAUZKO TRIATLOI ELKARTEA,SEH,79,ES,105959.0,5654.0,8430.0,13239.0,19164.0,24070.0,26449.0,35080.0,39968.0,43812.0,45758.0,47684.0,48811.0,53106.0,56925.0,59669.0,63993.0,67886.0,75135.0,83504.0,85648.0,90635.0,93367.0,100427.0,102693.0,105959.0,29804.0
79,541,VETTER Sven,,SEH,80,DE,106021.0,5894.0,8669.0,13416.0,17559.0,21649.0,23925.0,30512.0,34914.0,38136.0,40121.0,42253.0,43154.0,47232.0,51272.0,54126.0,58276.0,62912.0,71199.0,79895.0,82388.0,87922.0,91047.0,99579.0,102229.0,106021.0,29866.0
80,529,DECHELETTE Franck,SPEEDY CLUB VENELLES,V1H,81,FR,106023.0,5658.0,8111.0,12734.0,17101.0,21596.0,23668.0,30445.0,34646.0,37924.0,39952.0,41937.0,42935.0,47326.0,51334.0,54054.0,58582.0,62875.0,70579.0,79890.0,82396.0,87927.0,91046.0,99576.0,102232.0,106023.0,29868.0
81,1748,SANTIAGO ANDRES Adrian,ATROTE TEAM,V1H,82,ES,106114.0,6439.0,9188.0,14278.0,19415.0,24288.0,26492.0,33595.0,37885.0,41411.0,43366.0,45388.0,46988.0,51187.0,55065.0,57985.0,62499.0,66693.0,74911.0,83955.0,86220.0,91326.0,93756.0,100921.0,102896.0,106114.0,29959.0
82,1481,DESCHAMPS Julien,,SEH,83,FR,106245.0,6152.0,8842.0,13638.0,18557.0,22925.0,25043.0,31863.0,36462.0,39958.0,41991.0,44199.0,45673.0,49848.0,54139.0,56950.0,61301.0,65705.0,74513.0,83610.0,85938.0,91319.0,94303.0,101356.0,103547.0,106245.0,30090.0
83,1010,REYNOLDS Galen,MTTM,SEH,84,CA,106542.0,6183.0,8614.0,13858.0,18830.0,23733.0,25874.0,32965.0,37348.0,40697.0,42636.0,44724.0,47068.0,51265.0,55103.0,57768.0,62656.0,66613.0,74428.0,84042.0,86144.0,91323.0,93747.0,101097.0,103370.0,106542.0,30387.0
84,125,GARDNER Alister,Salomon Canada,SEH,85,CA,106658.0,5337.0,7658.0,11840.0,16771.0,21104.0,23278.0,29667.0,33960.0,37797.0,39915.0,42252.0,43733.0,48209.0,52280.0,55157.0,59794.0,63973.0,71695.0,80589.0,83460.0,89084.0,92386.0,100707.0,103252.0,106658.0,30503.0
85,1966,LEE Eric,VFUEL,SEH,85,US,106658.0,6159.0,8862.0,13746.0,18664.0,22992.0,25113.0,31948.0,36043.0,39819.0,41703.0,43748.0,44694.0,48897.0,52625.0,55321.0,60005.0,63941.0,71741.0,81819.0,84144.0,90917.0,93403.0,100698.0,103256.0,106658.0,30503.0
86,147,MAFFETT Sam,,V1H,87,AU,106695.0,5659.0,8262.0,12897.0,17637.0,22346.0,24729.0,31469.0,36155.0,39474.0,41640.0,43674.0,44341.0,48572.0,52717.0,55771.0,60265.0,65584.0,73347.0,82657.0,85516.0,90559.0,93841.0,101202.0,103492.0,106695.0,30540.0
87,187,BENSON Bernadette,"HAMMER NUTRITION, COMPRESSPORT",V1F,88,AU,106811.0,5980.0,8757.0,13508.0,18018.0,22451.0,24882.0,31503.0,36145.0,39493.0,41727.0,44112.0,44591.0,48771.0,52850.0,55834.0,60143.0,64937.0,73440.0,82679.0,85552.0,90691.0,94070.0,101147.0,103495.0,106811.0,30656.0
88,148,SANCHEZ CASALS Carles,A.E. MOUNTAIN RUNNERS BERGUEDÀ,V1H,89,ES,106855.0,5434.0,7744.0,12053.0,16663.0,21109.0,23198.0,29589.0,33596.0,36748.0,38582.0,40575.0,42422.0,46503.0,50138.0,52705.0,56890.0,60623.0,70197.0,77902.0,80172.0,85623.0,89190.0,97083.0,99578.0,106855.0,30700.0
89,222,VOISIN Rémi,CABB,SEH,90,FR,107121.0,5313.0,7700.0,12149.0,16747.0,21245.0,23450.0,31073.0,35857.0,39365.0,41589.0,43763.0,46714.0,50593.0,54173.0,56752.0,60969.0,65170.0,73090.0,82254.0,85080.0,90527.0,93636.0,100658.0,103344.0,107121.0,30966.0
90,505,PROKOPENKO Oleksii,,V1H,91,UA,107234.0,5220.0,7752.0,12826.0,17203.0,21809.0,24059.0,30644.0,36031.0,39284.0,41522.0,43861.0,45368.0,49401.0,53139.0,55769.0,59702.0,64557.0,72816.0,82223.0,85069.0,90577.0,93554.0,100696.0,103137.0,107234.0,31079.0
91,191,DUMONT Clement,ASIA TRAIL MAGAZINE,SEH,92,FR,107354.0,5576.0,8042.0,12540.0,16714.0,20663.0,22493.0,29930.0,42392.0,46178.0,47935.0,49778.0,50488.0,54588.0,58588.0,61270.0,65480.0,69316.0,76993.0,84854.0,86836.0,91898.0,94702.0,102105.0,104319.0,107354.0,31199.0
92,336,ORMISTON Michael,,V1H,93,AU,107357.0,6352.0,9074.0,14060.0,19320.0,23892.0,26272.0,33647.0,38379.0,42065.0,44403.0,46773.0,48157.0,52578.0,56702.0,59711.0,64315.0,68594.0,76484.0,84852.0,86835.0,91908.0,94692.0,102103.0,104317.0,107357.0,31202.0
93,74,VIOLETT Zachary,,SEH,94,US,107426.0,5364.0,7767.0,11977.0,16132.0,20437.0,22535.0,28846.0,33121.0,36084.0,37984.0,39917.0,40314.0,44850.0,48358.0,50699.0,54762.0,58832.0,67200.0,78015.0,81636.0,88036.0,92512.0,99678.0,102331.0,107426.0,31271.0
94,1299,NELIN Fabien,TEAM SP 73 / RAIDLIGHT,SEH,95,FR,107480.0,6063.0,8681.0,13697.0,18888.0,24163.0,26604.0,34483.0,38988.0,42295.0,44390.0,46383.0,47738.0,51901.0,55656.0,58237.0,62246.0,66955.0,75301.0,84028.0,86775.0,92297.0,95444.0,102007.0,104254.0,107480.0,31325.0
95,249,ANTONELLI Gianluca,ASD DRIBBLING,V1H,96,IT,107639.0,5536.0,7827.0,12392.0,17057.0,21398.0,23532.0,30828.0,35288.0,38479.0,40437.0,42900.0,45182.0,49564.0,53478.0,56169.0,60605.0,65063.0,73661.0,83634.0,86157.0,91322.0,93850.0,101545.0,104279.0,107639.0,31484.0
96,55,NOMOTO Tetsuaki,,V1H,97,JP,107669.0,4967.0,7226.0,11579.0,15761.0,20071.0,22167.0,28468.0,32817.0,36214.0,38551.0,41099.0,43837.0,48665.0,51995.0,54394.0,58880.0,63687.0,75133.0,85538.0,87766.0,93242.0,95692.0,102733.0,104880.0,107669.0,31514.0
97,97,OSE Kazufumi,TEAM TARZAN,SEH,98,JP,107677.0,4951.0,7105.0,11178.0,15530.0,19509.0,21529.0,27448.0,31330.0,34343.0,36039.0,38020.0,38695.0,42582.0,46481.0,50205.0,54257.0,63689.0,75150.0,85558.0,87787.0,93248.0,95692.0,102731.0,104885.0,107677.0,31522.0
98,203,BEIRNAERT Thomas,Trakks,SEH,99,BE,107861.0,5027.0,7518.0,11970.0,16302.0,20625.0,22933.0,29579.0,34291.0,37605.0,39550.0,41771.0,42395.0,46720.0,50837.0,53914.0,58570.0,63674.0,72045.0,80781.0,83488.0,88665.0,92164.0,100153.0,103240.0,107861.0,31706.0
99,133,OLSSON Elov,OCKELBO SK,SEH,100,SE,108125.0,4694.0,6762.0,10988.0,14914.0,19203.0,21124.0,28303.0,34232.0,37598.0,39559.0,41598.0,42125.0,48380.0,54480.0,57202.0,61714.0,65852.0,73999.0,83106.0,85305.0,89881.0,92942.0,101349.0,104496.0,108125.0,31970.0
100,91,WILLIAMSON Matt,HELLY HANSEN,SEH,101,GB,108177.0,6047.0,8801.0,13669.0,18307.0,22990.0,25250.0,32573.0,37299.0,40905.0,42936.0,45168.0,46794.0,51173.0,54972.0,57675.0,62436.0,66867.0,74857.0,84334.0,86608.0,92250.0,95115.0,102830.0,104995.0,108177.0,32022.0
101,2448,PARDELA Bartosz,POPARZENI IZOTONIKIEM,SEH,102,PL,108179.0,6400.0,9011.0,14248.0,19415.0,24069.0,26246.0,33316.0,37531.0,41134.0,43001.0,45014.0,46642.0,51176.0,54973.0,57690.0,62438.0,66876.0,74854.0,84334.0,86595.0,92270.0,95114.0,102751.0,104977.0,108179.0,32024.0
102,121,CRETIEN Benoît,RUNNING SHOP NEWLINE,SEH,103,FR,108552.0,5302.0,7657.0,11978.0,16622.0,20889.0,23084.0,29950.0,34504.0,37979.0,40038.0,42207.0,44685.0,48931.0,52621.0,55178.0,59498.0,63877.0,73354.0,83075.0,86122.0,91316.0,94345.0,102630.0,105041.0,108552.0,32397.0
103,1826,BASTIAENS Wim,Yellow City Bastards,SEH,104,BE,108831.0,5829.0,8303.0,12941.0,17488.0,21976.0,24366.0,31261.0,35888.0,39561.0,41647.0,43995.0,46011.0,50198.0,54086.0,56917.0,61406.0,65836.0,74504.0,84463.0,87019.0,92247.0,95223.0,102676.0,105207.0,108831.0,32676.0
104,2076,CAPELLE Boris,,SEH,105,FR,108976.0,5744.0,8152.0,12783.0,17486.0,21981.0,24226.0,31256.0,35554.0,39142.0,41156.0,43304.0,44236.0,48916.0,53137.0,55998.0,60312.0,64761.0,73321.0,83225.0,85938.0,91569.0,94724.0,102748.0,105217.0,108976.0,32821.0
105,12,HOWE VIOLETT Stephanie,THE NORTH FACE,SEF,106,US,108988.0,5381.0,7766.0,11977.0,16230.0,20458.0,22541.0,28819.0,33139.0,36409.0,38395.0,40493.0,40863.0,45333.0,49045.0,52136.0,56556.0,60815.0,70564.0,83476.0,86099.0,91555.0,94713.0,102697.0,105576.0,108988.0,32833.0
106,582,MUZELLE Charles,,V1H,107,FR,109011.0,6000.0,8700.0,13526.0,17925.0,22594.0,24944.0,31797.0,36461.0,40008.0,42274.0,44723.0,45766.0,50116.0,54238.0,57374.0,61943.0,66726.0,75281.0,84324.0,86939.0,92245.0,95175.0,102678.0,105300.0,109011.0,32856.0
107,117,ROUSSET Mélanie,,SEF,108,FR,109021.0,5633.0,8065.0,12771.0,17709.0,22201.0,24337.0,30969.0,35601.0,38897.0,40765.0,42931.0,44659.0,49001.0,53287.0,56525.0,62021.0,66803.0,75309.0,85461.0,87552.0,92891.0,95984.0,103325.0,105984.0,109021.0,32866.0
108,129,VILASECA Manuela,THE NORTH FACE,SEF,109,BR,109161.0,5896.0,8500.0,13729.0,18669.0,23478.0,25796.0,32774.0,37334.0,40751.0,42841.0,45114.0,45867.0,50325.0,54380.0,57221.0,61690.0,66432.0,74553.0,83258.0,85822.0,91248.0,94555.0,102563.0,105250.0,109161.0,33006.0
109,151,MAZZOLI Tomaso,Maciano Team Runners,V1H,110,IT,109394.0,6123.0,8784.0,13813.0,18206.0,22424.0,24968.0,31742.0,36057.0,39319.0,41530.0,43795.0,44424.0,48559.0,52505.0,55260.0,59395.0,63865.0,72932.0,84320.0,87175.0,92450.0,95836.0,102872.0,105720.0,109394.0,33239.0
110,183,LERAY Pascal,ATHLETIC CLUB LITTORAL 44 PORNIC,V1H,111,FR,109395.0,5289.0,7700.0,11982.0,16078.0,20916.0,23195.0,30941.0,35387.0,38899.0,40766.0,42823.0,44050.0,48212.0,52487.0,55811.0,60791.0,65362.0,74250.0,83935.0,86674.0,92235.0,95296.0,102868.0,105626.0,109395.0,33240.0
111,233,DIOT Laurent,TEAM RUNNING ZONE,V1H,112,FR,109492.0,5965.0,8718.0,13437.0,18189.0,22790.0,24994.0,31964.0,36368.0,39794.0,41790.0,43911.0,44943.0,49214.0,53124.0,55905.0,60245.0,64900.0,72518.0,81753.0,84290.0,90071.0,93589.0,101704.0,104933.0,109492.0,33337.0
112,257,ZURFLUH Etienne,CAF REIGNIER - KIKOUROU,V1H,113,FR,109513.0,5715.0,8261.0,12715.0,17654.0,22196.0,24388.0,31616.0,36052.0,39489.0,41493.0,43678.0,46029.0,49995.0,54197.0,57059.0,61871.0,66784.0,74838.0,83585.0,86617.0,93228.0,96073.0,103491.0,106000.0,109513.0,33358.0
113,189,HERNANDO CALLEJA Daniel,RAIDLIGHT TEAM,SEH,114,ES,109604.0,4984.0,7564.0,12250.0,16765.0,21055.0,23128.0,30431.0,34953.0,39010.0,40849.0,42956.0,44271.0,48273.0,51829.0,55005.0,59943.0,64934.0,73462.0,83103.0,85904.0,92017.0,94624.0,102673.0,105527.0,109604.0,33449.0
114,251,LITHERLAND Ross,Pennine Fell Runners,V1H,115,GB,109609.0,7645.0,10784.0,16294.0,20873.0,25744.0,28159.0,35348.0,40268.0,43854.0,46029.0,48403.0,50723.0,55195.0,59341.0,62224.0,66801.0,70969.0,78897.0,86979.0,89238.0,94137.0,96953.0,103821.0,106325.0,109609.0,33454.0
115,401,DE GAETANO Riccardo,RUNNER'S WORLD,SEH,116,IT,109858.0,5688.0,8122.0,12646.0,17057.0,21645.0,23865.0,31021.0,35597.0,39141.0,41253.0,43542.0,44735.0,48741.0,52675.0,55784.0,60539.0,65476.0,76540.0,85522.0,87434.0,92685.0,95630.0,103967.0,106578.0,109858.0,33703.0
116,263,LEFRANCOIS Yann,OXYGèNE BELBEUF,SEH,117,FR,109906.0,5014.0,7235.0,11696.0,16671.0,21655.0,23791.0,31560.0,37461.0,41072.0,44891.0,48326.0,52297.0,56328.0,59993.0,62614.0,66903.0,71477.0,80022.0,89385.0,91520.0,96031.0,98710.0,104647.0,106855.0,109906.0,33751.0
117,1105,FORESTIER Matthias,,SEH,118,FR,110116.0,5431.0,7842.0,12252.0,16538.0,21051.0,23187.0,29834.0,33988.0,37164.0,39360.0,41584.0,43385.0,47700.0,51732.0,54620.0,58839.0,64091.0,74859.0,84829.0,87461.0,93132.0,96274.0,103602.0,106090.0,110116.0,33961.0
118,105,PARNELL Chase,,SEH,119,US,110178.0,5843.0,8411.0,13160.0,17844.0,22376.0,24612.0,31415.0,35664.0,38844.0,40838.0,42961.0,43932.0,48321.0,52336.0,55103.0,59532.0,64115.0,74895.0,85582.0,87827.0,92923.0,95988.0,103971.0,106420.0,110178.0,34023.0
119,656,ASCONE Frédéric,TEAM RAIDLIGHT PACA,SEH,120,FR,110536.0,6244.0,8658.0,13250.0,17851.0,22714.0,24953.0,32357.0,37165.0,40631.0,42804.0,45221.0,46329.0,50685.0,54978.0,57870.0,62513.0,67242.0,76009.0,85832.0,88302.0,93271.0,96685.0,104096.0,106741.0,110536.0,34381.0
120,1295,METAIREAU Marc,Team Rhuners,V1H,121,FR,110568.0,5708.0,8284.0,13391.0,18907.0,23668.0,25873.0,33308.0,37858.0,41503.0,43718.0,46104.0,47664.0,52273.0,56490.0,59489.0,64238.0,68821.0,77585.0,86199.0,88690.0,94098.0,97024.0,104370.0,106902.0,110568.0,34413.0
121,150,PSENNER Alfred,TELMEKOM TEAM SUEDTIROL,V1H,122,IT,110596.0,5774.0,8183.0,12797.0,17589.0,22176.0,24374.0,31288.0,35891.0,39309.0,41532.0,43678.0,45588.0,50046.0,54137.0,56933.0,61445.0,65762.0,74184.0,85218.0,87519.0,93326.0,96086.0,104389.0,107178.0,110596.0,34441.0
122,1349,KIRSIC Igor,INDIVIDUAL,SEH,123,HR,110608.0,6422.0,9248.0,14612.0,19953.0,25123.0,27771.0,34753.0,39292.0,42846.0,44955.0,47229.0,48938.0,53237.0,56964.0,59579.0,64025.0,68754.0,77600.0,87302.0,89609.0,94304.0,97018.0,104042.0,106728.0,110608.0,34453.0
123,186,BOOCOCK Jennifer,,SEF,124,AU,110722.0,6277.0,9072.0,14027.0,19197.0,24114.0,26536.0,33936.0,38573.0,41956.0,43974.0,46009.0,47977.0,52270.0,56416.0,59012.0,63572.0,67945.0,76601.0,86018.0,88441.0,94048.0,96818.0,105324.0,107607.0,110722.0,34567.0
124,309,LAUR  Sylvain,,V1H,125,FR,110868.0,5555.0,8016.0,12587.0,17150.0,21420.0,23410.0,30296.0,34761.0,38163.0,40280.0,42820.0,44638.0,48912.0,53095.0,55929.0,60416.0,64687.0,73234.0,84955.0,87546.0,93003.0,96656.0,104695.0,107336.0,110868.0,34713.0
125,1614,KOZYR Mikhail,RUNNERS,SEH,126,RU,111067.0,5881.0,8510.0,13501.0,18391.0,23138.0,25683.0,33150.0,37822.0,41535.0,43529.0,45510.0,46792.0,51959.0,55840.0,58774.0,64256.0,68750.0,77891.0,86665.0,88910.0,94151.0,97389.0,104781.0,107434.0,111067.0,34912.0
126,131,FUJIOKA Masazumi,Team 7Hills,V1H,127,JP,111104.0,5106.0,7392.0,11476.0,15802.0,20020.0,22085.0,28389.0,32810.0,35993.0,37860.0,39935.0,40631.0,44784.0,48635.0,51593.0,56977.0,61295.0,70958.0,81654.0,84484.0,90921.0,94346.0,102120.0,104802.0,111104.0,34949.0
127,1579,FAYARD Benoit,,SEH,128,FR,111172.0,5363.0,7845.0,12370.0,16652.0,21284.0,23700.0,31056.0,36091.0,39629.0,41802.0,44167.0,44983.0,49839.0,53698.0,56630.0,61209.0,65838.0,74107.0,83933.0,86328.0,92456.0,95350.0,104274.0,106969.0,111172.0,35017.0
128,228,GRANT Sophie,SERPENTINE,SEF,129,GB,111689.0,5583.0,8124.0,12869.0,17355.0,22352.0,24705.0,31787.0,36823.0,40891.0,43490.0,46021.0,46533.0,52026.0,56685.0,59389.0,64401.0,68474.0,76635.0,85420.0,87696.0,93305.0,96500.0,104728.0,107413.0,111689.0,35534.0
129,2413,BOUDAY Ivan,SPORT ET CIMES,SEH,130,FR,111956.0,5772.0,8338.0,13010.0,19048.0,24606.0,27379.0,35029.0,41053.0,44937.0,46937.0,48731.0,50656.0,54703.0,59055.0,62122.0,66703.0,70572.0,78436.0,88048.0,90341.0,95197.0,97701.0,105412.0,108246.0,111956.0,35801.0
130,2393,ERIKSSON Christoffer,LULEKAMRATERNA,SEH,131,SE,112102.0,7183.0,10387.0,15760.0,20459.0,25399.0,27818.0,35547.0,40463.0,43948.0,46162.0,48296.0,49324.0,53591.0,57623.0,60488.0,64837.0,69379.0,77587.0,86334.0,88472.0,93516.0,96265.0,104790.0,107665.0,112102.0,35947.0
131,564,REED Billy,EAST ANTRIM HARRIERS,V2H,132,GB,112126.0,6398.0,9144.0,14201.0,19351.0,24187.0,26666.0,34421.0,39377.0,43560.0,,47688.0,49793.0,54101.0,58394.0,61104.0,65606.0,70166.0,78731.0,87714.0,90119.0,95330.0,98389.0,106475.0,108923.0,112126.0,35971.0
132,2391,RUIZ VELEZ Domingo,CAL MINGO BAR,V1H,133,ES,112344.0,5835.0,8262.0,13341.0,18546.0,23359.0,25676.0,32688.0,37530.0,40995.0,42999.0,45148.0,47011.0,51399.0,55214.0,58141.0,62928.0,67389.0,75887.0,86065.0,88446.0,93972.0,97070.0,106006.0,108852.0,112344.0,36189.0
133,170,PADE Constantin,TEAM DYNAFIT,SEH,134,DE,112649.0,5274.0,7696.0,12104.0,17481.0,21989.0,24162.0,31566.0,36103.0,39906.0,42052.0,44364.0,49961.0,53735.0,57795.0,60830.0,65494.0,70324.0,78135.0,87706.0,90124.0,95466.0,98637.0,106479.0,108811.0,112649.0,36494.0
134,37,STUDER Nicole,,SEF,135,US,112903.0,5542.0,8182.0,12876.0,17048.0,21720.0,24159.0,30955.0,36365.0,40182.0,42426.0,44984.0,45494.0,50385.0,54539.0,57346.0,62092.0,67059.0,76314.0,85216.0,88195.0,93738.0,97235.0,105332.0,108387.0,112903.0,36748.0
135,2112,DESSILLA Stephane,CAROUX X TRAIL,SEH,136,FR,112992.0,6358.0,9144.0,14279.0,20002.0,25136.0,27323.0,34813.0,39214.0,42817.0,45038.0,47413.0,49544.0,53939.0,58006.0,60628.0,65169.0,69556.0,77155.0,86803.0,89212.0,94486.0,97961.0,106045.0,108989.0,112992.0,36837.0
136,123,DE SAMANIEGO STETA Fernando,SAN FRANCISCO RUNNING COMPANY,SEH,137,MX,113138.0,5449.0,8151.0,12545.0,16721.0,20910.0,23461.0,29995.0,34273.0,37490.0,39668.0,41977.0,42738.0,48032.0,52505.0,55529.0,60816.0,65481.0,73110.0,82125.0,85528.0,91297.0,94950.0,104383.0,107611.0,113138.0,36983.0
137,1073,CADEAU-BELLIARD Sebastien,Dauphiné Ski Alpinisme,SEH,138,FR,113205.0,5943.0,8739.0,13745.0,18257.0,22906.0,25472.0,32684.0,37504.0,41944.0,44195.0,46310.0,46905.0,50674.0,54640.0,57105.0,60867.0,65365.0,73126.0,82146.0,85073.0,90526.0,94594.0,102857.0,106747.0,113205.0,37050.0
138,530,FIDALGO Alberto,,V1H,139,ES,113251.0,6501.0,9387.0,14745.0,19789.0,24626.0,27071.0,33805.0,38002.0,41201.0,43224.0,45633.0,46211.0,50610.0,54755.0,57586.0,62029.0,66656.0,74908.0,84021.0,86713.0,92370.0,95977.0,105150.0,108104.0,113251.0,37096.0
139,501,GUR-ARI Ori,TIKVOT,SEH,140,IL,113275.0,5718.0,8219.0,12941.0,17576.0,22279.0,24595.0,31668.0,36708.0,40205.0,42753.0,45161.0,46197.0,50843.0,55682.0,58910.0,63671.0,68956.0,77473.0,87573.0,90402.0,95978.0,99962.0,107456.0,109779.0,113275.0,37120.0
140,2149,FLOURY Stephane,USMT/AJTVDF/SALOMON,V1H,141,FR,113352.0,5849.0,8360.0,13287.0,20875.0,25964.0,28244.0,35981.0,40571.0,44601.0,46747.0,48726.0,49462.0,54142.0,58515.0,61530.0,66512.0,70965.0,79740.0,88608.0,90994.0,96661.0,100045.0,107539.0,110200.0,113352.0,37197.0
141,715,TOAMAIN Bruno,,V1H,142,FR,113655.0,5687.0,8221.0,12952.0,17662.0,22238.0,24470.0,31618.0,36037.0,39824.0,41897.0,44413.0,44544.0,50558.0,54455.0,57505.0,62324.0,66806.0,76488.0,86693.0,89440.0,95762.0,99255.0,107288.0,109901.0,113655.0,37500.0
142,1458,ROBERT Eric,,V1H,143,FR,113758.0,5630.0,8175.0,12970.0,18023.0,22786.0,24950.0,32206.0,36936.0,40623.0,42634.0,44864.0,44952.0,50320.0,54391.0,57252.0,62018.0,66906.0,76788.0,86147.0,88882.0,94789.0,98013.0,106949.0,109742.0,113758.0,37603.0
143,2491,AUFFRET Christophe,URTXINTXAK  HASPARREN,V1H,144,FR,113816.0,6717.0,9723.0,15050.0,20298.0,25276.0,27599.0,35131.0,39787.0,43240.0,45244.0,47566.0,48612.0,53300.0,57483.0,60447.0,64957.0,69453.0,78318.0,87464.0,89916.0,95191.0,98318.0,106987.0,109918.0,113816.0,37661.0
144,61,BOURASSA Denise,PATAGONIA ULTRARUNNING TEAM,V1F,145,US,113975.0,5681.0,8404.0,13179.0,18054.0,23006.0,25674.0,32536.0,38479.0,41853.0,44092.0,46488.0,47184.0,51345.0,55377.0,58137.0,62660.0,67508.0,76189.0,85766.0,88481.0,93456.0,97016.0,105498.0,108898.0,113975.0,37820.0
145,1604,GOULDEN Matthew,,SEH,145,CA,113975.0,6368.0,8982.0,13916.0,18896.0,23911.0,26204.0,33772.0,38575.0,42127.0,44237.0,46363.0,47107.0,51403.0,55467.0,58563.0,62979.0,67615.0,76288.0,85769.0,88483.0,93566.0,97013.0,105503.0,108893.0,113975.0,37820.0
146,1217,LEBEAU Jérôme,,V1H,147,FR,114063.0,6065.0,8871.0,14104.0,19250.0,24286.0,26707.0,34604.0,39454.0,43112.0,45237.0,47414.0,49004.0,53669.0,57767.0,61083.0,65595.0,70395.0,79149.0,88676.0,91090.0,96752.0,99780.0,107383.0,110152.0,114063.0,37908.0
147,2165,COMAU Olivier,OLICOACHING,SEH,148,FR,114067.0,7174.0,10285.0,15885.0,21900.0,26892.0,29198.0,36671.0,41200.0,44473.0,46417.0,48345.0,50302.0,54424.0,58608.0,61381.0,65835.0,70129.0,77987.0,87287.0,89559.0,95296.0,98729.0,107093.0,110046.0,114067.0,37912.0
148,461,CHARPENTIER Bruno,TRIATHLON SANNOIS FRANCONVILLE,V1H,149,FR,114070.0,5949.0,8561.0,13494.0,18458.0,23013.0,25330.0,32477.0,37620.0,41195.0,43658.0,46134.0,46880.0,51373.0,55448.0,58519.0,63160.0,67877.0,76703.0,86884.0,90055.0,95298.0,98857.0,107095.0,110050.0,114070.0,37915.0
149,1580,BESSIN Pascal,TEAM SENATRAIL,V1H,150,FR,114523.0,5858.0,8355.0,13523.0,19154.0,24455.0,26667.0,34806.0,39531.0,43407.0,45490.0,47746.0,49236.0,53705.0,57799.0,60474.0,65177.0,69724.0,78706.0,87562.0,90515.0,96482.0,100091.0,107586.0,110312.0,114523.0,38368.0
150,205,SCHAGER Reinhold,G.A.S- SALZBURG,V1H,151,AT,114590.0,5987.0,8571.0,13429.0,18029.0,22627.0,25073.0,32381.0,37708.0,41341.0,43674.0,46058.0,47067.0,51349.0,55469.0,58562.0,63188.0,68047.0,76650.0,86351.0,89287.0,94786.0,98043.0,107326.0,110310.0,114590.0,38435.0
