,bib,name,team,category,rank,nationality,time,Delev,StGer,Conta,Balme,Bonhom,Chapieu,Seigne,Combal,MtFavre,Checrou,Courm1,Courm2,Bertone,Bonatti,Arnuva,GdColF,Fouly,Champex,Giete,Trient,Catogne,Vallo,TaVents,Flegere,Arrivee,timediff
1054,586,SOVILLA Luca,TONIC RUNNERS,V1H,1055,IT,154726.0,7895.0,11801.0,19638.0,26968.0,33101.0,36262.0,46048.0,52781.0,57637.0,60419.0,63383.0,67417.0,72873.0,79445.0,84686.0,91117.0,96966.0,109934.0,124660.0,128063.0,135474.0,138978.0,147203.0,150269.0,154726.0,78571.0
1055,1452,LEON BENITEZ Jorge,,V1H,1056,ES,154759.0,7287.0,10605.0,16279.0,21696.0,27360.0,30244.0,39344.0,45736.0,50603.0,53199.0,56074.0,57471.0,63558.0,68639.0,72498.0,78209.0,83546.0,93224.0,104953.0,109020.0,116628.0,122555.0,134558.0,141114.0,154759.0,78604.0
1056,1182,BURONI Fernando,,SEH,1057,AR,154788.0,7226.0,11017.0,17818.0,25425.0,31608.0,35097.0,45304.0,52816.0,58147.0,61248.0,64493.0,65510.0,70830.0,77322.0,81412.0,87482.0,94423.0,107438.0,120688.0,125347.0,132720.0,137361.0,146646.0,150017.0,154788.0,78633.0
1057,499,BRACQ Philippe,CLUB COGNAC,V1H,1058,FR,154823.0,7511.0,11117.0,18022.0,24465.0,30489.0,33703.0,42705.0,49129.0,52976.0,55732.0,58551.0,59971.0,65237.0,71184.0,75754.0,82387.0,90834.0,103399.0,117650.0,122305.0,131259.0,136197.0,145854.0,149384.0,154823.0,78668.0
1058,1163,CASTALDI Olivier,ACVA,V1H,1059,FR,154877.0,8105.0,12176.0,19116.0,26064.0,32511.0,36343.0,46126.0,52408.0,56826.0,59492.0,62460.0,63943.0,69693.0,76095.0,80146.0,86308.0,92851.0,104935.0,117703.0,121980.0,130795.0,135670.0,145341.0,149127.0,154877.0,78722.0
1059,717,BANU Ovidiu,,SEH,1060,RO,154882.0,6047.0,9027.0,14619.0,20153.0,26496.0,30225.0,45835.0,52442.0,57072.0,59486.0,62270.0,66593.0,71587.0,77028.0,81259.0,87856.0,93846.0,104548.0,121483.0,125368.0,133536.0,137904.0,146814.0,150047.0,154882.0,78727.0
1060,546,WOOD Alan,,SEH,1061,GB,154906.0,6600.0,9642.0,15530.0,21176.0,26850.0,29851.0,39118.0,45680.0,50222.0,53214.0,55981.0,59176.0,64515.0,71298.0,75645.0,82261.0,88871.0,101193.0,116371.0,120533.0,128472.0,134317.0,145578.0,148936.0,154906.0,78751.0
1061,628,TAI Meng Shiing,,SEH,1062,MY,154908.0,7673.0,10934.0,16713.0,23292.0,29033.0,31894.0,40498.0,47416.0,52595.0,54939.0,57522.0,63211.0,68954.0,75247.0,79971.0,87488.0,94391.0,106934.0,122336.0,126170.0,135006.0,139250.0,147724.0,150978.0,154908.0,78753.0
1062,782,LAZZARO RAFINSKI Michal,EMOZIONI SPORT TEAM ASD-I RUN FOR FIND THE CURE,SEH,1063,IT,155005.0,6042.0,8747.0,14080.0,20163.0,25101.0,27519.0,35777.0,41001.0,46584.0,48923.0,51380.0,55921.0,60660.0,66884.0,72015.0,78941.0,85702.0,97865.0,116285.0,121372.0,133120.0,136719.0,146968.0,150318.0,155005.0,78850.0
1063,2514,GURIOLI Marco,ASD I CINGHIALI,V1H,1063,IT,155005.0,7350.0,10979.0,17356.0,24511.0,30731.0,33937.0,43112.0,49408.0,53922.0,56428.0,59261.0,62423.0,68778.0,73895.0,77938.0,85694.0,90638.0,101616.0,116322.0,121372.0,133110.0,136717.0,146970.0,150207.0,155005.0,78850.0
1064,2321,NEGRI Roberto,Libertas Forno Sergio Benetti,V1H,1065,IT,155015.0,7075.0,10293.0,17456.0,24392.0,30051.0,32577.0,43329.0,49405.0,54261.0,56972.0,59317.0,62688.0,69212.0,75720.0,80400.0,87004.0,92494.0,107056.0,120839.0,125114.0,133442.0,138231.0,148450.0,151577.0,155015.0,78860.0
1065,1446,RIBES TOMAS Juan Antonio,,V1H,1066,ES,155019.0,7476.0,11551.0,18241.0,25010.0,31345.0,34532.0,44932.0,51798.0,56666.0,59393.0,62417.0,65469.0,71307.0,76909.0,81250.0,87636.0,93602.0,106363.0,120260.0,124335.0,133569.0,138064.0,147889.0,150914.0,155019.0,78864.0
1066,1443,MOLINER BELLES Juan Luis,,V1H,1067,ES,155023.0,7480.0,11552.0,18250.0,25006.0,31343.0,34549.0,44935.0,51805.0,56670.0,59396.0,62428.0,65250.0,71310.0,76924.0,81249.0,87638.0,93602.0,106365.0,120257.0,124337.0,133567.0,138067.0,147893.0,150912.0,155023.0,78868.0
1067,371,SENGES Eric,PATATRAIL,V1H,1068,FR,155074.0,6958.0,9901.0,15879.0,24119.0,30012.0,32891.0,44797.0,51522.0,56112.0,59026.0,62565.0,67499.0,72884.0,79383.0,83564.0,88590.0,94035.0,106951.0,122518.0,126863.0,134360.0,139337.0,148646.0,151195.0,155074.0,78919.0
1068,1298,HOERDT CHRISTOPHE,ASFAS TRIATHLON,V1H,1069,FR,155084.0,6997.0,10239.0,16694.0,22847.0,28842.0,32030.0,41148.0,47879.0,52660.0,55625.0,58255.0,60770.0,66529.0,72932.0,77196.0,83826.0,91059.0,103907.0,116519.0,122175.0,130784.0,135665.0,144805.0,148895.0,155084.0,78929.0
1069,2383,POMPILI Alessandro,,V1H,1070,IT,155087.0,7200.0,10476.0,15966.0,21370.0,26828.0,29689.0,39417.0,46325.0,51159.0,53744.0,56148.0,59026.0,64751.0,71434.0,77524.0,85083.0,92646.0,106149.0,121574.0,126493.0,134986.0,139987.0,147735.0,150999.0,155087.0,78932.0
1070,2031,REYNARD Christophe,CAPHG,V1H,1071,FR,155105.0,6482.0,9607.0,17170.0,25298.0,31610.0,35878.0,45726.0,52595.0,57157.0,60173.0,63646.0,66644.0,72470.0,79037.0,84247.0,90192.0,96895.0,108514.0,119905.0,123147.0,130020.0,135347.0,144951.0,148893.0,155105.0,78950.0
1071,1259,TSANG Jim,,SEH,1072,CN,155119.0,7187.0,10640.0,16973.0,22713.0,28544.0,31452.0,40324.0,46703.0,51242.0,54109.0,56822.0,58744.0,63926.0,70485.0,75349.0,82056.0,89189.0,99784.0,114777.0,119127.0,128666.0,133938.0,146361.0,150118.0,155119.0,78964.0
1072,1723,ZHANG Lei,,SEH,1073,CN,155251.0,6971.0,10506.0,16191.0,21972.0,27764.0,30870.0,40462.0,47170.0,52163.0,55042.0,58047.0,62018.0,66822.0,72657.0,76636.0,82437.0,88905.0,101312.0,116330.0,120927.0,131158.0,136497.0,146357.0,150078.0,155251.0,79096.0
1073,2592,BERTHET Renaud,,V1H,1074,FR,155300.0,7901.0,11900.0,18124.0,25446.0,31206.0,33969.0,43046.0,49013.0,53003.0,55309.0,57932.0,59763.0,67113.0,72893.0,77115.0,83156.0,89688.0,102707.0,118946.0,123079.0,131204.0,136208.0,147133.0,150273.0,155300.0,79145.0
1074,1432,IOTTI Sébastien,LES IOTTI'S,V1H,1075,FR,155310.0,7386.0,10861.0,17328.0,23169.0,28899.0,31793.0,40536.0,47026.0,52179.0,54838.0,57884.0,60064.0,65518.0,71149.0,75353.0,82383.0,90834.0,103398.0,117647.0,122305.0,131258.0,137368.0,146272.0,149683.0,155310.0,79155.0
1075,1908,DEMOULIN Cyril,,V1H,1076,FR,155352.0,8486.0,12717.0,19568.0,26007.0,32238.0,35938.0,45470.0,52629.0,57612.0,61079.0,64516.0,66307.0,72918.0,80677.0,84377.0,91207.0,97819.0,110181.0,122385.0,126500.0,134567.0,138650.0,147317.0,150610.0,155352.0,79197.0
1076,514,MLECZKO Marek,,V2H,1077,PL,155356.0,8153.0,12205.0,19017.0,25544.0,31797.0,35093.0,44316.0,50559.0,54900.0,57628.0,60500.0,62719.0,68849.0,75068.0,79121.0,84811.0,91078.0,104007.0,117749.0,122260.0,131198.0,136279.0,145649.0,149004.0,155356.0,79201.0
1077,2415,MAUS Moritz,LC OLYMPIA WIESBADEN,V1H,1078,DE,155369.0,7443.0,11356.0,17709.0,23717.0,29792.0,32877.0,43171.0,49614.0,54077.0,56996.0,60085.0,61599.0,68188.0,74480.0,79226.0,85736.0,91985.0,104169.0,118085.0,122818.0,130775.0,136140.0,147103.0,151003.0,155369.0,79214.0
1078,1957,VILBERT Fabien,SPORT ET NEIGE PONTARLIER,V1H,1079,FR,155373.0,6850.0,9774.0,15837.0,22784.0,28278.0,30895.0,39869.0,45797.0,50028.0,52371.0,54788.0,59115.0,64023.0,69437.0,74484.0,80537.0,86344.0,97815.0,111924.0,115795.0,124804.0,129703.0,145593.0,149438.0,155373.0,79218.0
1079,2104,BOYER Ludovic,,V1H,1080,FR,155386.0,7449.0,10703.0,16744.0,23358.0,28969.0,31702.0,40621.0,46420.0,52005.0,54381.0,56517.0,62009.0,67529.0,73044.0,77534.0,84779.0,91076.0,102531.0,117406.0,121197.0,130790.0,135544.0,147115.0,150415.0,155386.0,79231.0
1080,1734,BAZIZ Karim,,V1H,1081,FR,155413.0,7449.0,10697.0,16749.0,23356.0,29003.0,31700.0,40893.0,46938.0,52309.0,54379.0,56512.0,62001.0,67531.0,73055.0,77531.0,84777.0,91078.0,102518.0,117410.0,121139.0,130791.0,135477.0,147118.0,150141.0,155413.0,79258.0
1081,1496,PODVIN Olivier,TEAM HOLNON,V1H,1082,FR,155425.0,5796.0,8316.0,13867.0,19365.0,24936.0,27617.0,35947.0,41103.0,45564.0,48041.0,50643.0,53067.0,59442.0,65253.0,70573.0,77351.0,84866.0,99794.0,113567.0,118350.0,126246.0,132417.0,143795.0,147838.0,155425.0,79270.0
1082,896,MOSIMANN Philipp,,V1H,1083,GB,155434.0,8095.0,12076.0,18658.0,24081.0,29961.0,32966.0,41235.0,47426.0,51639.0,54059.0,57014.0,59218.0,64865.0,70575.0,75015.0,82235.0,90201.0,101772.0,117652.0,121929.0,131037.0,136379.0,146057.0,150058.0,155434.0,79279.0
1083,1593,HERGER Ursula,,V3F,1084,CH,155441.0,7084.0,10477.0,16190.0,21996.0,27486.0,30444.0,39775.0,45910.0,50827.0,53782.0,57361.0,59660.0,64828.0,70288.0,74607.0,81922.0,88324.0,101769.0,117657.0,121932.0,131041.0,136375.0,146060.0,150121.0,155441.0,79286.0
1084,385,NITTA Milton,,V3H,1085,BR,155450.0,7313.0,11165.0,17715.0,25069.0,31395.0,34374.0,43838.0,49981.0,54527.0,57053.0,59880.0,62469.0,69476.0,76267.0,81182.0,87531.0,94509.0,107765.0,119806.0,123690.0,130797.0,135689.0,147113.0,151088.0,155450.0,79295.0
1085,961,POZZI Ilaria,ASD ORTICA TEAM MILANO,SEF,1086,IT,155460.0,7679.0,11175.0,17650.0,23399.0,29760.0,32556.0,41760.0,47998.0,52985.0,55379.0,58096.0,61558.0,67350.0,72962.0,77394.0,84962.0,91073.0,102599.0,118527.0,123316.0,133204.0,136384.0,147122.0,150412.0,155460.0,79305.0
1086,752,MARTIN Gérard,,V2H,1087,FR,155470.0,7827.0,11491.0,18539.0,24646.0,30693.0,33900.0,43261.0,49889.0,54427.0,57002.0,59861.0,63142.0,68958.0,74462.0,79213.0,85399.0,91557.0,103079.0,115837.0,120004.0,129656.0,134729.0,145314.0,149103.0,155470.0,79315.0
1087,1058,VALES Jerome,,SEH,1088,FR,155484.0,7465.0,10338.0,16426.0,23109.0,29039.0,32011.0,48701.0,53852.0,57659.0,59713.0,62066.0,67092.0,72338.0,80703.0,84898.0,90637.0,96267.0,110214.0,124773.0,128150.0,135003.0,139168.0,148275.0,151125.0,155484.0,79329.0
1088,1119,MOULINIER Franck,615,V2H,1089,FR,155627.0,7836.0,11583.0,17986.0,24018.0,29960.0,32956.0,41868.0,47566.0,52224.0,54633.0,57490.0,59614.0,64863.0,71285.0,75458.0,82017.0,88836.0,101188.0,115809.0,120465.0,130193.0,135665.0,146599.0,150732.0,155627.0,79472.0
1089,2326,ALCAINA Michel,,SEH,1090,FR,155668.0,7317.0,11248.0,19095.0,27851.0,34156.0,37358.0,46847.0,53301.0,57595.0,59982.0,62542.0,65661.0,71522.0,77032.0,81224.0,87205.0,92979.0,105315.0,121072.0,125577.0,133603.0,138987.0,148060.0,151014.0,155668.0,79513.0
1090,2562,KERKOUR Kamel,ACP-CROLLES,V2H,1091,FR,155679.0,7796.0,11790.0,18676.0,25384.0,31786.0,35381.0,45294.0,52206.0,56839.0,59773.0,63129.0,66378.0,72322.0,78539.0,82967.0,89099.0,96358.0,109918.0,123428.0,128003.0,135592.0,140248.0,148660.0,151464.0,155679.0,79524.0
1091,1346,KURONO Hiroshi,CHIBIKURO,V2H,1092,JP,155706.0,6864.0,10383.0,16877.0,23056.0,29513.0,32978.0,42367.0,49282.0,53864.0,56934.0,59941.0,61525.0,68191.0,75121.0,80280.0,87010.0,93641.0,105705.0,120087.0,123921.0,131933.0,136480.0,146623.0,150173.0,155706.0,79551.0
1092,1352,CARLIER Julien,ASPTT NICE,SEH,1093,FR,155735.0,6414.0,9415.0,15282.0,20650.0,26036.0,28719.0,37614.0,43450.0,47682.0,50256.0,52797.0,55442.0,61066.0,66529.0,70523.0,77146.0,85180.0,97472.0,114568.0,118723.0,126374.0,132032.0,144553.0,148875.0,155735.0,79580.0
1093,1360,DARVAS Márton,,SEH,1094,HU,155737.0,7638.0,11397.0,18271.0,26157.0,33248.0,36766.0,48300.0,53102.0,59964.0,63820.0,66549.0,68132.0,73427.0,79459.0,84772.0,90970.0,96875.0,109780.0,122446.0,126452.0,135001.0,139023.0,147741.0,151025.0,155737.0,79582.0
1094,739,VARNER Paolo,A.S.D. DRIBBLING,V1H,1095,IT,155740.0,6345.0,9305.0,15282.0,21086.0,26476.0,29448.0,37985.0,44238.0,49707.0,52136.0,54922.0,57654.0,63158.0,69889.0,74390.0,80859.0,87837.0,101191.0,115458.0,119490.0,127603.0,133362.0,146933.0,150659.0,155740.0,79585.0
1095,1603,CALLINI Franco,U.S.  SANGIORGESE,V1H,1096,IT,155801.0,7497.0,11009.0,17646.0,25502.0,31657.0,35039.0,44832.0,52073.0,56752.0,59475.0,62682.0,65897.0,71367.0,78060.0,82666.0,88860.0,95489.0,107881.0,120752.0,124845.0,132096.0,136416.0,147417.0,150958.0,155801.0,79646.0
1096,1140,TORRO CARCELES Ramon,C.C.GUERRER DE MOIXENT,V1H,1097,ES,155808.0,7456.0,11234.0,17597.0,23710.0,29621.0,32746.0,41962.0,48757.0,53514.0,56414.0,59523.0,61668.0,67392.0,73595.0,78178.0,84806.0,92163.0,104242.0,116984.0,121372.0,129374.0,135446.0,146428.0,150334.0,155808.0,79653.0
1097,1161,CARRERES TORTOSA Ana Maria,C.C.GUERRER DE MOIXENT,V1F,1097,ES,155808.0,7474.0,11361.0,17603.0,23710.0,29616.0,32747.0,41982.0,48760.0,53513.0,56461.0,59526.0,61669.0,67391.0,73596.0,78179.0,84814.0,92211.0,104252.0,116983.0,121391.0,129372.0,135446.0,146427.0,150336.0,155808.0,79653.0
1098,596,JUERGENS Ralf Thorsten,1. FC UNION BERLIN,V2H,1099,DE,155812.0,7630.0,11352.0,17461.0,23180.0,28876.0,31691.0,40407.0,46454.0,50641.0,53193.0,56005.0,57279.0,62494.0,68181.0,72569.0,79048.0,86056.0,97938.0,110745.0,115822.0,125751.0,132481.0,144448.0,149552.0,155812.0,79657.0
1099,1406,COLET Ivan,,V1H,1100,BE,155818.0,6868.0,10162.0,15686.0,21092.0,26111.0,28869.0,37281.0,43192.0,47817.0,50547.0,53070.0,56078.0,61133.0,67178.0,72973.0,79046.0,86026.0,98766.0,114562.0,118907.0,128559.0,133890.0,145856.0,149514.0,155818.0,79663.0
1100,740,MODIGNANI Alice,ATLETICA PALZOLA,SEF,1101,IT,155823.0,7188.0,10421.0,16847.0,24775.0,31276.0,34760.0,47017.0,54034.0,58416.0,60888.0,63653.0,66158.0,72334.0,78303.0,82580.0,89170.0,94573.0,107338.0,122869.0,127319.0,135658.0,138944.0,148689.0,151517.0,155823.0,79668.0
1101,2410,PERES Christophe,CS TERNES PARIS OUEST,V1H,1102,FR,155874.0,8311.0,12366.0,18834.0,25555.0,31963.0,35024.0,45737.0,51440.0,55968.0,58686.0,61655.0,64200.0,69715.0,75285.0,79367.0,85826.0,91699.0,104170.0,119424.0,123568.0,132579.0,137721.0,148687.0,152265.0,155874.0,79719.0
1102,2304,WONG Hin Man,FAITHWALKER,SEH,1103,HK,155885.0,8257.0,12384.0,19265.0,26256.0,32826.0,36582.0,47278.0,53344.0,58167.0,60920.0,63838.0,66474.0,72455.0,78695.0,83182.0,89202.0,95724.0,109004.0,122442.0,126535.0,134202.0,138985.0,148728.0,151967.0,155885.0,79730.0
1103,2270,HERRAIZ SISTERNAS Jesús,TRAIL REQUENA,V2H,1104,ES,156060.0,6650.0,10295.0,16732.0,23961.0,29964.0,32966.0,43365.0,50022.0,54240.0,56710.0,59645.0,63677.0,69077.0,75202.0,82059.0,88224.0,95965.0,108390.0,123225.0,128242.0,134679.0,139464.0,147186.0,150418.0,156060.0,79905.0
1104,2547,GONZALEZ GARCIA Jose Luis,MARATON ALA 14 EXTREME,SEH,1105,ES,156111.0,7184.0,10432.0,16318.0,22626.0,28553.0,31451.0,40511.0,46501.0,50522.0,53159.0,56349.0,59988.0,66006.0,72290.0,77342.0,82698.0,89452.0,101689.0,117698.0,121573.0,131267.0,136279.0,146600.0,150039.0,156111.0,79956.0
1105,1309,VIDAL BORT Ferran,CLUB BTT MONTBIKE,V1H,1106,ES,156112.0,7193.0,10555.0,17160.0,24376.0,30360.0,33714.0,44547.0,50853.0,55468.0,57713.0,60479.0,64748.0,70708.0,77027.0,82882.0,89073.0,95987.0,111669.0,125238.0,129683.0,136931.0,140528.0,149738.0,152357.0,156112.0,79957.0
1106,2392,MARTIN ILLESCAS Miguel,FONDISTAS DE MIGUELTURRA,SEH,1107,ES,156114.0,7208.0,10493.0,16582.0,23312.0,28903.0,31461.0,40568.0,46153.0,50647.0,53163.0,56357.0,60213.0,66047.0,72210.0,77307.0,82781.0,89550.0,101919.0,117710.0,121771.0,131425.0,136287.0,146820.0,150267.0,156114.0,79959.0
1107,2362,MORALEDA NOVO Rodrigo,ALA 14 EXTREME,V1H,1108,ES,156117.0,7231.0,10429.0,16638.0,23311.0,28975.0,32037.0,41345.0,47844.0,51837.0,54257.0,56933.0,59984.0,66010.0,72293.0,77346.0,82777.0,89506.0,101921.0,117713.0,121764.0,131430.0,136273.0,146601.0,150037.0,156117.0,79962.0
1108,1312,MARTIN Stephane,,V1H,1109,FR,156122.0,7612.0,10738.0,18362.0,25428.0,32119.0,34891.0,45425.0,51546.0,56403.0,58645.0,61264.0,65452.0,70866.0,76282.0,80463.0,87021.0,92716.0,105622.0,120263.0,124113.0,134046.0,138058.0,147864.0,150932.0,156122.0,79967.0
1109,1247,OLIVEIRA GARCIA Manuel Filipe,MONSANTO RUNNING TEAM,SEH,1110,PT,156161.0,7389.0,10729.0,16704.0,22367.0,27765.0,30599.0,39438.0,45656.0,50055.0,53133.0,55958.0,58385.0,65188.0,71606.0,75574.0,81708.0,88843.0,100689.0,114762.0,119994.0,129364.0,135720.0,147289.0,150831.0,156161.0,80006.0
1110,1598,THOMAS Sylvie,,V1F,1111,FR,156169.0,8156.0,12261.0,18728.0,25495.0,31808.0,35408.0,44322.0,51097.0,55782.0,58489.0,61407.0,63772.0,69674.0,76004.0,80608.0,86711.0,93841.0,106112.0,120227.0,124579.0,131967.0,137124.0,147207.0,151062.0,156169.0,80014.0
1111,2748,MAKI Hiroka,,SEH,1112,JP,156257.0,8388.0,12754.0,19766.0,26027.0,32347.0,35465.0,46091.0,51980.0,56728.0,59208.0,62716.0,67565.0,72906.0,79125.0,83071.0,89560.0,96490.0,110246.0,124710.0,127891.0,,139169.0,148725.0,151920.0,156257.0,80102.0
1112,2387,MARMOL MELERO Juan Antonio,UNIVERSO SEVILLA,SEH,1113,ES,156284.0,7170.0,10874.0,19941.0,26166.0,33075.0,36736.0,45705.0,52396.0,56795.0,59884.0,63212.0,65049.0,70996.0,76407.0,80451.0,86543.0,93331.0,105492.0,119298.0,124061.0,131483.0,136383.0,145762.0,149910.0,156284.0,80129.0
1113,2138,GONZALEZ MARTINEZ Juan Andres,RUNING CID PETRER,V2H,1114,ES,156296.0,6867.0,10364.0,17420.0,24409.0,30529.0,34081.0,43313.0,50746.0,55073.0,57789.0,61081.0,63311.0,,75093.0,79954.0,85764.0,93300.0,105540.0,119308.0,124054.0,131475.0,136389.0,145765.0,150013.0,156296.0,80141.0
1114,951,GOMEZ HEREDIA Fernando,MTB ALCAUDETENSE,V2H,1115,ES,156304.0,7793.0,11419.0,18443.0,24817.0,30907.0,34072.0,43608.0,49912.0,54529.0,57024.0,59521.0,62761.0,68441.0,74723.0,79729.0,86447.0,93295.0,105436.0,119291.0,124054.0,131471.0,136378.0,145754.0,149913.0,156304.0,80149.0
1115,663,ABLAIN Michaël,,V1H,1116,FR,156336.0,7188.0,10635.0,17005.0,24283.0,30104.0,32978.0,42646.0,48733.0,53761.0,56501.0,59625.0,63756.0,69285.0,75880.0,80448.0,86828.0,93167.0,105799.0,119723.0,123847.0,132730.0,137482.0,147842.0,151471.0,156336.0,80181.0
1116,1427,COTASSON Patrick,,V1H,1117,CH,156356.0,7907.0,11988.0,18679.0,24889.0,30812.0,33980.0,43121.0,49450.0,54229.0,56852.0,59865.0,63221.0,68762.0,74653.0,79119.0,85295.0,91952.0,104674.0,118760.0,122763.0,129949.0,135114.0,146908.0,150545.0,156356.0,80201.0
1117,1294,FONTAINE Benoit,CMBM,SEH,1118,FR,156412.0,7015.0,10355.0,16248.0,23245.0,28983.0,32008.0,42094.0,49607.0,54702.0,57883.0,61291.0,64884.0,70646.0,76988.0,82063.0,89056.0,95741.0,107874.0,124785.0,128970.0,137807.0,142021.0,149821.0,152267.0,156412.0,80257.0
1118,2227,SANTALUCIA Gaetano,GLI ORCHI TRAILERS ASD,V1H,1119,IT,156416.0,8187.0,12110.0,19176.0,25990.0,32344.0,35565.0,45768.0,52058.0,57300.0,59980.0,63183.0,66333.0,73061.0,79465.0,84266.0,89715.0,96064.0,108248.0,121159.0,125437.0,133297.0,137467.0,147125.0,150973.0,156416.0,80261.0
1119,2280,VIGLINO Laetitia,,SEF,1120,FR,156438.0,7901.0,11518.0,18644.0,26047.0,32816.0,36522.0,46033.0,51900.0,56575.0,59155.0,61703.0,64791.0,71177.0,77363.0,81845.0,88293.0,94367.0,106379.0,122068.0,125720.0,132830.0,136919.0,147515.0,151068.0,156438.0,80283.0
1120,2281,CASTINEL Sebastien,K-BEAUSSET,V1H,1121,FR,156441.0,7797.0,11522.0,17859.0,25022.0,31358.0,34470.0,44331.0,51181.0,55867.0,58688.0,61308.0,64802.0,70737.0,77361.0,81851.0,88274.0,94376.0,106385.0,122982.0,126428.0,133250.0,136961.0,147509.0,151034.0,156441.0,80286.0
1121,2051,MACLEAN Tristan,,SEH,1122,GB,156446.0,7963.0,11947.0,18319.0,24282.0,30101.0,33116.0,43587.0,49781.0,54945.0,57490.0,60523.0,66800.0,72400.0,78868.0,83476.0,90778.0,96833.0,109153.0,124051.0,127917.0,135608.0,140039.0,149420.0,152609.0,156446.0,80291.0
1122,1370,GRUBER Arlin Friedrich,SCHWEISSTREIBEND.AT,SEH,1123,AT,156458.0,7490.0,10852.0,17165.0,23669.0,29633.0,32626.0,42855.0,49723.0,55117.0,57927.0,60777.0,62536.0,68477.0,73928.0,78480.0,85095.0,91679.0,104209.0,117552.0,121772.0,129967.0,135421.0,148141.0,151594.0,156458.0,80303.0
1123,1086,MARCELINO Cristiano,EZK TEAM BRASIL,SEH,1124,BR,156460.0,6405.0,9400.0,14828.0,20397.0,25783.0,28388.0,37692.0,43902.0,48889.0,51229.0,53588.0,56758.0,61997.0,68472.0,72553.0,80219.0,87694.0,100998.0,116327.0,120047.0,131141.0,135978.0,148384.0,151913.0,156460.0,80305.0
1124,248,PENZO Monica,VENEZIA RUNNERS ATLETICA MURANO,V1F,1125,IT,156503.0,7466.0,11019.0,17867.0,23864.0,28789.0,32986.0,42509.0,48729.0,53537.0,56432.0,59033.0,61957.0,68968.0,74506.0,79600.0,86082.0,93537.0,106299.0,120233.0,124449.0,133879.0,138903.0,148976.0,151961.0,156503.0,80348.0
1125,2312,PENZO Francesco,VENEZIA RUNNERS ATLETICA MURANO,V1H,1125,IT,156503.0,7519.0,11027.0,17866.0,23867.0,29800.0,32991.0,42507.0,48737.0,53538.0,56435.0,59038.0,61988.0,68970.0,74509.0,79597.0,86100.0,93271.0,106304.0,120245.0,124450.0,133883.0,138907.0,148986.0,151964.0,156503.0,80348.0
1126,1831,MENDES Michel,CAF ANNECY,V2H,1127,FR,156520.0,7721.0,11413.0,18277.0,25135.0,31218.0,34279.0,44216.0,49950.0,54159.0,56773.0,59849.0,63230.0,68820.0,74928.0,79453.0,86271.0,93196.0,105827.0,119581.0,123450.0,131294.0,135797.0,147513.0,151051.0,156520.0,80365.0
1127,1875,COCHERY Francis,CAF ANNECY,V2H,1128,FR,156521.0,7708.0,11414.0,18129.0,25135.0,31220.0,34189.0,44213.0,49716.0,53914.0,56635.0,59845.0,62967.0,68462.0,73628.0,77683.0,84356.0,90723.0,101762.0,117609.0,121369.0,129571.0,134068.0,147504.0,151053.0,156521.0,80366.0
1128,2070,CASTAGNO Livio,S.D. BAUDENASCA,V1H,1129,IT,156524.0,8297.0,12353.0,19579.0,27360.0,33826.0,37054.0,47286.0,53348.0,58054.0,60366.0,64021.0,64126.0,73063.0,79435.0,83491.0,89717.0,96063.0,108230.0,121109.0,125375.0,133291.0,137467.0,147121.0,150735.0,156524.0,80369.0
1129,2276,GIREL Loïc,CSAG MOURMELON,V1H,1130,FR,156526.0,7406.0,10771.0,18186.0,26022.0,32275.0,35056.0,46286.0,52426.0,57849.0,61090.0,64028.0,67284.0,72892.0,80228.0,83946.0,90387.0,96298.0,109088.0,124955.0,128457.0,135421.0,139362.0,149155.0,152054.0,156526.0,80371.0
1130,1313,BERNABÉ Maryvonne,CMBM,V1F,1131,FR,156543.0,7792.0,11495.0,18233.0,25541.0,31978.0,35076.0,44212.0,50240.0,55130.0,57921.0,60996.0,63764.0,69836.0,75940.0,80395.0,86854.0,94159.0,106126.0,120290.0,123844.0,132090.0,136871.0,147093.0,151095.0,156543.0,80388.0
1131,1354,MILEWICZ Daniel,,SEH,1132,PL,156610.0,7291.0,11091.0,17970.0,24848.0,31375.0,34616.0,44998.0,51662.0,56144.0,58708.0,61496.0,63922.0,70118.0,77034.0,82024.0,88842.0,95496.0,107809.0,119828.0,123443.0,131059.0,136163.0,147539.0,151098.0,156610.0,80455.0
1132,784,MANCUSI Gianluca,TERZO TEMPO TRAIL,V1H,1133,IT,156612.0,7549.0,11125.0,17470.0,24469.0,30607.0,33898.0,44166.0,50189.0,54932.0,57418.0,60309.0,64736.0,70215.0,76542.0,80828.0,87495.0,94258.0,106891.0,122528.0,126869.0,134198.0,138506.0,147568.0,151008.0,156612.0,80457.0
1133,1845,WU Haizhong,,V2H,1134,CN,156627.0,7629.0,11228.0,18015.0,24487.0,30502.0,33693.0,43241.0,49566.0,54406.0,56846.0,61027.0,63951.0,70063.0,75974.0,80176.0,86664.0,92997.0,105144.0,118264.0,122676.0,130298.0,135673.0,146831.0,150577.0,156627.0,80472.0
1134,2603,DOLCI David,,SEH,1134,FR,156627.0,7281.0,10981.0,19948.0,26640.0,33115.0,36509.0,45218.0,51662.0,56401.0,59018.0,61962.0,65090.0,70687.0,76625.0,81198.0,87093.0,94087.0,105909.0,120692.0,125274.0,134543.0,138952.0,149116.0,152462.0,156627.0,80472.0
