,bib,name,team,category,rank,nationality,time,Col de Voza,Les Contamines,La Balme,Les Chapieux CCAS,Col de la Seigne,Refuge Elisabetta,Arête Mont-Favre,Col Chécrouit - Maison Vieille,Courmayeur - Dolonne,Refuge Bertone,Refuge Bonatti,Arnuva,Grand Col Ferret,La Peulaz,La Fouly,Praz de Fort,Champex d'en Bas,Bovine,Trient,Les Tseppes,Vallorcine,Argentière,Chamonix - Arrivée,timediff
358,1597,GOREAU Jean,ENTENTE SEVRE,V3H,359,FR,137903.0,7175.0,13413.0,18530.0,28481.0,37490.0,39696.0,45135.0,48042.0,51168.0,59044.0,64648.0,68543.0,75182.0,77637.0,81540.0,87710.0,94462.0,106002.0,112503.0,117835.0,125957.0,131463.0,137903.0,61636.0
359,1628,PIGNAUD Pascal,,V1H,359,Fr,137903.0,7739.0,14701.0,20333.0,29958.0,39196.0,41297.0,46167.0,48862.0,51557.0,,65827.0,69467.0,75638.0,77817.0,81944.0,87427.0,94795.0,105995.0,112510.0,117827.0,125973.0,131472.0,137903.0,61636.0
360,1402,RENOU Denis,ASCEE 41,V1H,361,FR,137948.0,6676.0,12663.0,17991.0,27207.0,35872.0,38119.0,44875.0,47624.0,50344.0,60982.0,66256.0,69967.0,77263.0,79676.0,84272.0,89446.0,96751.0,110093.0,115162.0,118981.0,126445.0,132455.0,137948.0,61681.0
361,1456,SERMET MAGDELAIN Gilbert,CMBM,V2H,361,FR,137948.0,,14213.0,21126.0,32952.0,41765.0,43560.0,48795.0,51603.0,54741.0,64965.0,69942.0,72816.0,78676.0,81107.0,86000.0,90904.0,97082.0,106755.0,112734.0,118652.0,127731.0,132453.0,137948.0,61681.0
362,2213,HERMANT Philippe,,SEH,363,FR,137969.0,,14105.0,19467.0,29600.0,38261.0,40569.0,45879.0,48473.0,50850.0,58692.0,64403.0,68132.0,73458.0,76289.0,80063.0,85580.0,91752.0,102231.0,110803.0,115634.0,124887.0,131091.0,137969.0,61702.0
363,1601,GUILLON Christophe,UFO,SEH,364,FR,138113.0,,13866.0,19530.0,28924.0,38833.0,40940.0,45704.0,48200.0,51063.0,60887.0,66034.0,69883.0,77047.0,79356.0,83628.0,89402.0,96903.0,110886.0,118702.0,123207.0,129442.0,133515.0,138113.0,61846.0
364,1552,PORTE Jean Claude,,V1H,365,FR,138116.0,,13990.0,19191.0,29487.0,39295.0,41351.0,46598.0,49142.0,52733.0,62291.0,67658.0,71376.0,78044.0,80538.0,85034.0,91629.0,99477.0,112190.0,118159.0,123792.0,130157.0,133818.0,138116.0,61849.0
365,1813,MOUREY Nicolas,UFO,SEH,366,Fr,138408.0,,12598.0,19590.0,29878.0,42799.0,44707.0,50260.0,53214.0,55684.0,65392.0,72152.0,75884.0,81897.0,84092.0,87494.0,94778.0,101084.0,114483.0,118975.0,123747.0,129579.0,133994.0,138408.0,62141.0
366,1941,ZAPATA Jean,ASCEMMA,V1H,367,ES,138551.0,,14656.0,20417.0,31734.0,41251.0,43517.0,49558.0,52583.0,55078.0,63349.0,68976.0,72793.0,78445.0,81267.0,85723.0,91556.0,98872.0,109850.0,116139.0,121065.0,129436.0,133619.0,138551.0,62284.0
367,1260,PIRON GREGORY,FLASH-SPORT,SEH,368,FR,138633.0,,14792.0,21031.0,30817.0,39820.0,42180.0,47554.0,50360.0,52718.0,63696.0,69670.0,73066.0,79803.0,81986.0,85134.0,90712.0,98691.0,111364.0,118407.0,123826.0,129899.0,133981.0,138633.0,62366.0
368,1400,RABAUD Alain,,V1H,368,FR,138633.0,7853.0,14594.0,20359.0,29809.0,39700.0,41594.0,46920.0,49343.0,51764.0,61181.0,66527.0,69976.0,76315.0,78556.0,82399.0,87080.0,94177.0,106208.0,117512.0,121861.0,129229.0,133592.0,138633.0,62366.0
369,2676,TESTEIL Hervé,COURIR POUR DES POMMES,SEH,368,Fr,138633.0,,12720.0,18307.0,26655.0,35488.0,38123.0,43098.0,45431.0,47832.0,59639.0,64872.0,68545.0,74067.0,75852.0,79807.0,85524.0,92275.0,111056.0,117378.0,121866.0,129167.0,133531.0,138633.0,62366.0
370,2003,STIEFBOLD Philippe,,V1H,371,FR,138676.0,,11199.0,16191.0,24546.0,32765.0,34847.0,39839.0,42601.0,45450.0,56525.0,61832.0,66125.0,72410.0,74452.0,78690.0,84217.0,90287.0,104475.0,111092.0,116022.0,124425.0,131088.0,138676.0,62409.0
371,2075,BREITH Nina,NO LIMITS,V1F,371,DE,138676.0,,12602.0,17588.0,27139.0,35652.0,37800.0,43262.0,46224.0,49360.0,57495.0,62727.0,66382.0,73535.0,76013.0,81263.0,87681.0,95173.0,104481.0,111101.0,116029.0,124436.0,131086.0,138676.0,62409.0
372,2077,FRIXE Eberhard,NO LIMITS,V2H,371,DE,138676.0,,12605.0,17591.0,27178.0,35691.0,37963.0,43264.0,46109.0,49361.0,57507.0,62717.0,66359.0,73537.0,76016.0,81259.0,87678.0,95169.0,104488.0,111096.0,116032.0,124440.0,131084.0,138676.0,62409.0
373,1939,O CONNOR Niall,SERPENTINE RC,SEH,374,IE,138711.0,,14758.0,20846.0,31573.0,40895.0,43392.0,48207.0,51090.0,53711.0,61132.0,66251.0,70825.0,77022.0,80031.0,83751.0,88565.0,95660.0,106214.0,112491.0,117913.0,126137.0,132553.0,138711.0,62444.0
374,2081,LUCKER Alan,,SEH,374,GB,138711.0,,14868.0,20874.0,31441.0,41263.0,43280.0,49085.0,51683.0,54289.0,62434.0,68047.0,72082.0,77899.0,80286.0,83672.0,89610.0,,106220.0,112363.0,117903.0,126142.0,132556.0,138711.0,62444.0
375,2203,DELAUNAY Louis,,V1H,376,FR,138727.0,,12885.0,18956.0,28890.0,38456.0,40673.0,46040.0,49140.0,51979.0,60111.0,65278.0,68916.0,74880.0,77103.0,81252.0,87117.0,94159.0,106021.0,112324.0,117807.0,127737.0,132452.0,138727.0,62460.0
376,1964,GREAVES Martyn,HORSHAM JOGGERS,V1H,377,GB,138759.0,,14146.0,20027.0,30138.0,38758.0,41079.0,46267.0,49243.0,52289.0,59065.0,65094.0,69114.0,75467.0,78210.0,82498.0,88494.0,96241.0,105590.0,112359.0,117421.0,126008.0,131704.0,138759.0,62492.0
377,1422,GRIMM Désirée,,V1F,378,CH,138834.0,,14280.0,20661.0,30148.0,39183.0,41379.0,47532.0,50173.0,52751.0,61500.0,67278.0,70851.0,77595.0,79833.0,83694.0,89757.0,96970.0,109226.0,114688.0,120472.0,127928.0,133127.0,138834.0,62567.0
378,1423,GRIMM Michel,,V1H,378,CH,138834.0,,14278.0,20658.0,30146.0,39181.0,41377.0,47530.0,50172.0,52747.0,61498.0,67587.0,71783.0,77593.0,79831.0,83691.0,89755.0,96964.0,109222.0,114670.0,120469.0,127935.0,133128.0,138834.0,62567.0
379,2722,MACHLEIT Herbert,SV THURINGIA KÖNIGSEE,V2H,380,DE,139076.0,,13845.0,19080.0,28771.0,37536.0,39917.0,45253.0,48007.0,50774.0,58049.0,64950.0,68910.0,76364.0,78898.0,82893.0,88275.0,95649.0,106027.0,112317.0,119316.0,127073.0,132727.0,139076.0,62809.0
380,2385,DELOMENIE Serge,US THOMPSON RADAR ATHLETISME,V1H,381,Fr,139099.0,,13803.0,19474.0,29627.0,38097.0,40393.0,45301.0,47791.0,50370.0,58306.0,63871.0,67519.0,73010.0,75399.0,79876.0,84775.0,92856.0,103652.0,110347.0,115993.0,123747.0,130352.0,139099.0,62832.0
381,2395,GUINAND David,US THOMPSON RADAR ATHLETISME,SEH,381,Fr,139099.0,,13799.0,20111.0,30044.0,39335.0,41629.0,47087.0,49841.0,52364.0,61287.0,66247.0,69969.0,75302.0,77829.0,81188.0,86205.0,92864.0,104001.0,110386.0,115906.0,123752.0,130347.0,139099.0,62832.0
382,2399,LIBERT Bruno,US THOMPSON RADAR ATHLETISME,SEH,381,Fr,139099.0,,13807.0,19481.0,29697.0,38149.0,40396.0,45307.0,47816.0,50374.0,58476.0,63877.0,67524.0,73212.0,75290.0,79898.0,86203.0,92948.0,104006.0,110388.0,115910.0,123742.0,130349.0,139099.0,62832.0
383,1176,CHIURLEA Cristian,LOCOMOTIVA BUCHAREST,V3H,384,GB,139118.0,,14870.0,20453.0,29961.0,38959.0,41226.0,46258.0,49100.0,52146.0,59934.0,65778.0,69738.0,76263.0,78709.0,82350.0,88517.0,96386.0,109159.0,114694.0,119844.0,127892.0,132963.0,139118.0,62851.0
384,2774,BOURDONNEAU Marc,,SEH,385,FR,139127.0,,12660.0,17601.0,27790.0,37803.0,39744.0,45743.0,48456.0,50850.0,60337.0,66096.0,69962.0,77293.0,79666.0,84489.0,89851.0,97514.0,110047.0,115821.0,121723.0,129345.0,133816.0,139127.0,62860.0
385,2199,SMYTH Mark,,SEH,386,GB,139251.0,7084.0,12648.0,17654.0,25753.0,33676.0,35249.0,40165.0,42953.0,45601.0,54484.0,59752.0,63289.0,68868.0,71198.0,75153.0,81802.0,89506.0,107406.0,113404.0,118197.0,126931.0,132607.0,139251.0,62984.0
386,1959,GLOOR Thomas,,SEH,387,CH,139287.0,,12487.0,17950.0,27461.0,36475.0,38584.0,43302.0,46226.0,48970.0,56345.0,61456.0,65258.0,70922.0,73242.0,77139.0,82728.0,90489.0,104216.0,110785.0,116303.0,124893.0,130819.0,139287.0,63020.0
387,1571,BOES Jean Marie,,V2H,388,FR,139430.0,,14568.0,20293.0,30715.0,39922.0,42541.0,47963.0,51201.0,54350.0,62284.0,67887.0,71945.0,78335.0,81303.0,85682.0,91984.0,99948.0,110066.0,116470.0,121772.0,129332.0,133644.0,139430.0,63163.0
388,1213,FISCHER Manuel,,SEH,389,DE,139447.0,,13822.0,18995.0,28377.0,37065.0,39409.0,44492.0,47350.0,50013.0,60881.0,66531.0,69937.0,75300.0,77784.0,81959.0,87254.0,94198.0,106013.0,112478.0,117431.0,126164.0,131540.0,139447.0,63180.0
389,1335,MARTI Christian,SLVS RTH HOENGGERBERG,V2H,389,CH,139447.0,,13928.0,19412.0,29066.0,38132.0,40265.0,44873.0,47609.0,50151.0,57908.0,63893.0,67565.0,75015.0,77559.0,82119.0,87143.0,93986.0,105599.0,112300.0,117414.0,126156.0,131537.0,139447.0,63180.0
390,1779,LANDIER Yannick,,V1H,389,FR,139447.0,,11649.0,16444.0,25801.0,34506.0,36267.0,40944.0,43400.0,46026.0,55299.0,60812.0,64400.0,71341.0,73733.0,78083.0,84636.0,91747.0,106008.0,112320.0,117441.0,125878.0,131542.0,139447.0,63180.0
391,1594,GASDON Hervé,,V2H,392,Fr,139556.0,,14669.0,20003.0,29692.0,39878.0,42069.0,47221.0,49859.0,52368.0,61530.0,67235.0,71019.0,77019.0,79161.0,83569.0,88953.0,96343.0,112637.0,119058.0,124334.0,130835.0,135004.0,139556.0,63289.0
392,1745,GASDON Laurent,,V1H,392,,139556.0,,14658.0,20008.0,29689.0,39871.0,42065.0,47219.0,49856.0,52366.0,61527.0,67281.0,70847.0,76902.0,79154.0,83564.0,88908.0,96337.0,112651.0,119062.0,124354.0,130841.0,135003.0,139556.0,63289.0
393,272,DE LOOF Jean-François,,V1H,394,Fr,139605.0,,12592.0,17901.0,28836.0,37936.0,40222.0,45200.0,48051.0,50483.0,59108.0,64478.0,68368.0,74354.0,76612.0,80222.0,86366.0,93004.0,107410.0,113396.0,118522.0,127079.0,132726.0,139605.0,63338.0
394,1126,BONNET Alain,SPEEDY CLUB DE PROVENCE,V2H,394,FR,139605.0,,13151.0,18441.0,27932.0,38947.0,41505.0,47429.0,50509.0,53055.0,63594.0,69104.0,72815.0,78321.0,80535.0,84197.0,89383.0,96656.0,109289.0,114234.0,120363.0,127950.0,133624.0,139605.0,63338.0
395,1151,GREGOIRE Dominique,MEUDON TRIATHLON,V1H,394,FR,139605.0,6981.0,13279.0,18780.0,28089.0,36923.0,39219.0,44288.0,47346.0,50068.0,58485.0,64137.0,68675.0,75178.0,77630.0,81704.0,87320.0,94995.0,107396.0,113925.0,118465.0,127069.0,132719.0,139605.0,63338.0
396,2742,FRATACCI Luc,AMICALE SPORTIVE AIR FRANCE,SEH,394,Fr,139605.0,,14302.0,20108.0,30165.0,39311.0,41564.0,46893.0,49496.0,51777.0,60268.0,65680.0,69469.0,75487.0,77685.0,81722.0,87377.0,95002.0,107402.0,113407.0,118531.0,127063.0,132724.0,139605.0,63338.0
397,1777,LALANNE Stéphane,,SEH,398,Fr,139815.0,7752.0,14822.0,20288.0,30724.0,39349.0,41771.0,48188.0,51074.0,54654.0,63559.0,69735.0,73766.0,80271.0,82875.0,86909.0,92465.0,100337.0,110871.0,116966.0,122139.0,129616.0,133780.0,139815.0,63548.0
398,1875,VILLENAVE Vincent,,V1H,398,Fr,139815.0,7750.0,14743.0,20291.0,30150.0,39347.0,41769.0,47986.0,51072.0,54655.0,63555.0,69732.0,73769.0,80267.0,82542.0,86913.0,92447.0,100324.0,110867.0,116173.0,122145.0,129610.0,133777.0,139815.0,63548.0
399,169,GANGNEUX Philippe,COURIR A MONTBAZON,V1H,400,FR,139837.0,6792.0,12683.0,18428.0,27183.0,35491.0,37453.0,42650.0,45350.0,47958.0,56638.0,62224.0,66402.0,73224.0,75654.0,80091.0,86265.0,93113.0,109302.0,114230.0,120378.0,127945.0,133623.0,139837.0,63570.0
400,2236,GAUTHIER REGIS,ALS MONTLOUIS 37,V2H,401,Fr,139839.0,7048.0,13529.0,19354.0,29671.0,39234.0,41375.0,46994.0,49637.0,52813.0,62286.0,67667.0,71748.0,78056.0,80721.0,85460.0,91630.0,99325.0,112193.0,118235.0,123798.0,130150.0,134304.0,139839.0,63572.0
401,2402,MARCAIS Laurent,,SEH,401,FR,139839.0,,14056.0,19624.0,29463.0,39185.0,41519.0,46760.0,49566.0,52387.0,62431.0,68636.0,72746.0,78318.0,80542.0,84194.0,89387.0,96709.0,109296.0,114228.0,120367.0,127941.0,133621.0,139839.0,63572.0
402,1014,BLEU Philippe,,V1H,403,FR,140111.0,,13460.0,20498.0,32281.0,42443.0,44885.0,50553.0,54027.0,57254.0,66718.0,71719.0,75559.0,80972.0,83700.0,88142.0,93954.0,101142.0,112465.0,119041.0,123488.0,130074.0,134306.0,140111.0,63844.0
403,2773,ZANDONA Marc,,V1H,404,FR,140212.0,,11977.0,17519.0,27377.0,36487.0,38699.0,43987.0,46497.0,49515.0,59126.0,64825.0,69229.0,75465.0,78101.0,83477.0,92601.0,100819.0,112202.0,119911.0,125765.0,130581.0,134778.0,140212.0,63945.0
404,2094,VAUGON Jean-Pierre,,V1H,405,FR,140234.0,,15988.0,21752.0,32033.0,40703.0,42485.0,46895.0,49658.0,52252.0,60680.0,66814.0,70922.0,76399.0,78755.0,83379.0,89021.0,96645.0,109134.0,114004.0,118469.0,126773.0,132479.0,140234.0,63967.0
405,1265,ACHARD Eric,,V1H,406,FR,140253.0,,14859.0,20979.0,32170.0,41398.0,43915.0,49100.0,52252.0,55613.0,64118.0,70514.0,75110.0,82104.0,84917.0,89303.0,96670.0,107982.0,115356.0,120624.0,125588.0,131111.0,135346.0,140253.0,63986.0
406,505,ALCALDE DIAZ Miguel,THE NORTH FACE - UNEO MUNTANVENCA ERAMPRUNTA,V1H,407,ES,140310.0,,14729.0,20463.0,31432.0,40166.0,42514.0,47593.0,50495.0,53624.0,62587.0,68314.0,72643.0,78700.0,81620.0,85782.0,92489.0,101236.0,112343.0,119134.0,125335.0,131803.0,136227.0,140310.0,64043.0
407,1644,WHITEHEAD David,TRAIL RUNNERS ASSOCIATION,V2H,408,GB,140363.0,6763.0,13291.0,18964.0,29635.0,39105.0,41550.0,47118.0,50276.0,53737.0,60974.0,66610.0,70838.0,,79575.0,84388.0,90517.0,98910.0,109342.0,117083.0,123163.0,130888.0,135151.0,140363.0,64096.0
408,1864,TISSIER Bruno,ANNECY SPORTS ORIENTATION,V1H,409,FR,140394.0,,12062.0,16780.0,25864.0,35397.0,37610.0,43882.0,46190.0,48825.0,58516.0,64435.0,67975.0,76390.0,78582.0,82950.0,87555.0,94433.0,111627.0,117173.0,123544.0,129909.0,134538.0,140394.0,64127.0
409,2303,RAVEAU Patrick,,SEH,410,FR,140417.0,6642.0,12696.0,18179.0,27116.0,36147.0,38390.0,43386.0,46015.0,48291.0,55788.0,61341.0,65282.0,71653.0,73931.0,78708.0,85551.0,94259.0,105977.0,112742.0,118098.0,126380.0,132903.0,140417.0,64150.0
410,2712,RAVEAU Alain,OLYMPIQUE CHALONNAIS,V1H,411,Fr,140418.0,,12700.0,18183.0,27135.0,36114.0,38385.0,43329.0,46002.0,48299.0,55904.0,61339.0,65284.0,71652.0,73935.0,78705.0,85553.0,94296.0,105971.0,112739.0,117959.0,126375.0,132900.0,140418.0,64151.0
411,1104,FAREY Jean Louis,FCSMO,V1H,412,FR,140493.0,,12644.0,18437.0,27759.0,36968.0,39209.0,45144.0,47619.0,50862.0,59717.0,65306.0,69143.0,75421.0,77655.0,82390.0,89197.0,96795.0,109144.0,114269.0,119745.0,127872.0,133078.0,140493.0,64226.0
412,2509,PHILLIPS Chris,,V1H,413,GB,140505.0,,14769.0,20685.0,30651.0,40742.0,43092.0,48845.0,51674.0,54667.0,63543.0,69312.0,73092.0,80407.0,83218.0,87967.0,92580.0,100184.0,111060.0,118122.0,123306.0,130335.0,135457.0,140505.0,64238.0
413,369,LAVIGNE Dominique,,V1H,414,FR,140695.0,,12749.0,18511.0,28299.0,38711.0,41273.0,45967.0,48935.0,52118.0,62583.0,68222.0,72447.0,79196.0,81970.0,86377.0,94874.0,102790.0,112964.0,119433.0,124863.0,131745.0,136221.0,140695.0,64428.0
414,1238,NOUGIER LAURENT,CLES GARDANNE,SEH,414,Fr,140695.0,8307.0,15948.0,21851.0,32284.0,41096.0,43008.0,48151.0,51048.0,53853.0,63303.0,68716.0,72636.0,78947.0,81765.0,86381.0,94875.0,102862.0,112946.0,119430.0,124849.0,131688.0,136222.0,140695.0,64428.0
415,1624,PASERO Michel,ANNECY LE VIEUX OFF COURSE,V1H,414,FR,140695.0,,13695.0,19202.0,29717.0,41092.0,43007.0,48149.0,51046.0,53851.0,63300.0,68706.0,72634.0,78945.0,81770.0,86395.0,94871.0,102854.0,112949.0,120539.0,124857.0,131681.0,136218.0,140695.0,64428.0
416,1056,DABLAINVILLE Aurélien,,ESH,417,Fr,140756.0,,15883.0,23040.0,34291.0,42712.0,44823.0,49885.0,52922.0,56266.0,67080.0,72969.0,77219.0,83534.0,85923.0,90391.0,96789.0,105271.0,114492.0,119093.0,124756.0,130389.0,135486.0,140756.0,64489.0
417,1333,HAYETINE Alexandre,,ESH,417,FR,140756.0,,17338.0,23955.0,33897.0,42675.0,44721.0,49888.0,52941.0,56273.0,67083.0,72965.0,77175.0,83531.0,85927.0,90393.0,96788.0,105305.0,114495.0,119096.0,124762.0,130381.0,135487.0,140756.0,64489.0
418,1086,FERRARIS Gil,,V1H,419,Fr,140761.0,,13375.0,18243.0,27641.0,36489.0,38662.0,43391.0,45819.0,48086.0,59475.0,64439.0,68047.0,74685.0,77289.0,81102.0,84989.0,91550.0,109140.0,116460.0,121849.0,129301.0,134064.0,140761.0,64494.0
419,1255,MADEC Stéphane,TROTTEUR EXTREME DE LA PENZE,V1H,420,Fr,140824.0,8000.0,14717.0,20242.0,31228.0,40467.0,42676.0,48141.0,50997.0,53685.0,62665.0,68106.0,72078.0,79474.0,82441.0,87473.0,93500.0,101386.0,110904.0,117145.0,122642.0,129923.0,134886.0,140824.0,64557.0
420,2729,SINDOU Arnaud,OCC CABRIES,SEH,420,FR,140824.0,6532.0,11921.0,16686.0,26751.0,35474.0,37126.0,41493.0,43712.0,46680.0,55099.0,60402.0,64519.0,70649.0,73315.0,77624.0,83930.0,91963.0,104023.0,110452.0,117022.0,125391.0,132432.0,140824.0,64557.0
421,1386,JEANMONNOT Philippe,SPORTS AVENTURES HAUT DOUBS,SEH,422,FR,140849.0,7096.0,13396.0,18923.0,28166.0,37782.0,39734.0,44823.0,47782.0,50446.0,60918.0,66755.0,70558.0,76330.0,78604.0,82882.0,89129.0,96548.0,,118089.0,123255.0,130253.0,134781.0,140849.0,64582.0
422,1796,LIEGE Philippe,TOURS N AVENTURE,V2H,423,FR,140851.0,,14783.0,19614.0,29783.0,39789.0,42024.0,47214.0,49762.0,53230.0,63760.0,69323.0,73717.0,79918.0,82463.0,87339.0,96977.0,103897.0,115352.0,120660.0,125400.0,130729.0,135342.0,140851.0,64584.0
423,1579,COJEAN dominique,TOURS N AVENTURE,SEH,424,FR,140852.0,,14786.0,19620.0,29786.0,39787.0,42036.0,47271.0,49775.0,53238.0,63757.0,69332.0,73721.0,79908.0,82487.0,87375.0,96979.0,103887.0,115346.0,120658.0,125281.0,130724.0,135344.0,140852.0,64585.0
424,1922,ADDIS ANDREW,MACCLESFIELD HARRIERS,V2H,425,GB,140874.0,,12497.0,17728.0,27702.0,37173.0,39192.0,45046.0,47531.0,49979.0,59096.0,65473.0,69151.0,76130.0,78659.0,82426.0,88100.0,98227.0,109108.0,114703.0,124238.0,131472.0,136455.0,140874.0,64607.0
425,1027,GARCES Jean-Noël,U.R.T.,V1H,426,Fr,140976.0,,12728.0,18215.0,27547.0,37348.0,39730.0,44659.0,47674.0,50169.0,62047.0,67574.0,71631.0,77565.0,79974.0,84654.0,89782.0,97595.0,110893.0,117167.0,122349.0,129489.0,134884.0,140976.0,64709.0
426,1395,MAUBANT Yohann,ARKOPHARMA,SEH,427,Fr,140995.0,,12939.0,18403.0,27959.0,36801.0,39090.0,44760.0,48999.0,52232.0,60620.0,66593.0,71136.0,77501.0,80406.0,85481.0,94861.0,103580.0,112363.0,122244.0,125827.0,132883.0,137469.0,140995.0,64728.0
427,244,ROBLES Adan,CLUB NATACIO CALDES,V1H,428,ES,141000.0,7743.0,14566.0,20469.0,30962.0,40443.0,42269.0,47438.0,50194.0,53111.0,62677.0,68229.0,72568.0,78576.0,80847.0,84742.0,90364.0,98082.0,110863.0,116863.0,122786.0,130083.0,135510.0,141000.0,64733.0
428,506,ARAUJO MORATO Manuel,THE NORTH FACE - UNEO MUNTANVENCA ERAMPRUNTA,V1H,428,ES,141000.0,,14351.0,20466.0,30954.0,40246.0,42072.0,47437.0,49881.0,53054.0,62653.0,67679.0,71216.0,79129.0,80943.0,84715.0,90377.0,98068.0,110860.0,116852.0,122791.0,130028.0,135509.0,141000.0,64733.0
429,2613,MIRANDA Philippe,OCC CABRIES,V1H,428,FR,141000.0,6525.0,11925.0,16688.0,25785.0,34111.0,36480.0,41143.0,43713.0,46676.0,55127.0,60405.0,64526.0,70656.0,73457.0,77656.0,83944.0,91966.0,104039.0,110455.0,117025.0,126228.0,132441.0,141000.0,64733.0
430,1031,JORG Armin,,V1H,431,CH,141143.0,,14127.0,19969.0,30192.0,40574.0,43238.0,49150.0,52110.0,55053.0,61825.0,68257.0,72087.0,78337.0,81018.0,85580.0,92367.0,99354.0,110103.0,116569.0,122637.0,130321.0,134776.0,141143.0,64876.0
431,1239,PETITJEAN Gérard,3 CHS,V3H,432,Fr,141322.0,,14170.0,19665.0,31404.0,41403.0,43633.0,49185.0,51978.0,54545.0,64339.0,70137.0,73907.0,79788.0,82367.0,86782.0,92546.0,101176.0,112959.0,119509.0,124502.0,130852.0,135580.0,141322.0,65055.0
432,1932,LEPAUMIER Jerome,,SEH,432,FR,141322.0,,12688.0,18750.0,28666.0,38179.0,40544.0,45857.0,48983.0,51510.0,60701.0,67130.0,71274.0,77735.0,80498.0,86020.0,93627.0,100886.0,113374.0,119126.0,125109.0,130738.0,135545.0,141322.0,65055.0
433,1435,BARBIER Patrick,OS JOIGNY,V1H,434,FR,141387.0,,15262.0,21456.0,32349.0,41825.0,44265.0,49849.0,52768.0,55591.0,62692.0,69713.0,73514.0,79726.0,82285.0,86764.0,93088.0,101325.0,112937.0,119408.0,124821.0,131430.0,135308.0,141387.0,65120.0
434,1957,AVILA Ernest,,V1H,434,FR,141387.0,,15267.0,21463.0,32591.0,41801.0,44268.0,49851.0,52778.0,55591.0,62679.0,69710.0,73516.0,79718.0,82291.0,86765.0,93081.0,101316.0,112942.0,119416.0,124819.0,131435.0,135312.0,141387.0,65120.0
435,262,BARJOLIN Fabrice,MACADAM 77,V1H,436,FR,141442.0,6528.0,12539.0,17410.0,26839.0,35864.0,38121.0,43372.0,45969.0,48568.0,57307.0,63198.0,66994.0,73539.0,76030.0,80504.0,86287.0,92988.0,106943.0,113950.0,119742.0,128263.0,134056.0,141442.0,65175.0
436,2107,VELTZ Jean-Noël,MACADAM 77,V2H,436,FR,141442.0,,12484.0,17405.0,26836.0,35829.0,38202.0,43369.0,45896.0,48565.0,57524.0,63249.0,67024.0,73856.0,76163.0,81134.0,86290.0,93136.0,106938.0,113957.0,119736.0,128291.0,134058.0,141442.0,65175.0
437,2429,BELLANGER Christophe,,SEH,436,Fr,141442.0,,12059.0,17036.0,26490.0,35823.0,38285.0,42903.0,45414.0,47830.0,59264.0,64905.0,68609.0,74267.0,76894.0,80500.0,86285.0,92978.0,106948.0,114698.0,119467.0,128271.0,134061.0,141442.0,65175.0
438,375,PIRON Bruno,,SEH,439,Fr,141500.0,,14960.0,21000.0,31515.0,41238.0,43293.0,48574.0,51270.0,53914.0,64217.0,69970.0,73904.0,79443.0,82150.0,86334.0,92666.0,100179.0,112305.0,118225.0,123298.0,130373.0,135449.0,141500.0,65233.0
439,1228,DUVAL Pierre,AS CRAM,V2H,439,FR,141500.0,,16139.0,21682.0,32987.0,42415.0,44030.0,49235.0,52036.0,54686.0,63018.0,68763.0,72641.0,79263.0,82158.0,86106.0,92639.0,100216.0,112307.0,118219.0,123371.0,130365.0,135450.0,141500.0,65233.0
440,2273,RAVANEL Jean-Marc,ARGENTIERE,V1H,439,FR,141500.0,8056.0,15495.0,21226.0,31618.0,40551.0,42940.0,48139.0,51844.0,55148.0,64228.0,69916.0,73898.0,79942.0,82417.0,86332.0,92659.0,100171.0,112186.0,118231.0,123294.0,130359.0,135447.0,141500.0,65233.0
441,1942,LOPEZ Christine,,V1F,442,FR,141509.0,,14118.0,19283.0,28968.0,38256.0,40570.0,45516.0,48512.0,51516.0,58864.0,64766.0,68548.0,75379.0,77756.0,81393.0,88608.0,96274.0,109118.0,114622.0,121268.0,129200.0,134690.0,141509.0,65242.0
442,2818,FAIDY Dominique,LA L EGRAY S CLUB,V1H,442,FR,141509.0,,11193.0,16696.0,25723.0,34879.0,37430.0,42821.0,45989.0,49121.0,57834.0,63789.0,68450.0,75409.0,78086.0,82770.0,88606.0,96317.0,109113.0,114663.0,121263.0,129206.0,134694.0,141509.0,65242.0
443,800,LAPOUGE Vincent,EMHM,V1H,444,FR,141584.0,,14053.0,19906.0,29415.0,39358.0,41263.0,46437.0,49119.0,51744.0,62294.0,67983.0,71950.0,77905.0,80044.0,84606.0,90293.0,98681.0,111012.0,117079.0,122632.0,130328.0,135548.0,141584.0,65317.0
444,1772,KERCOFF Daniel,AS CRCA CENTRE LOIRE,V2H,445,Fr,141659.0,,13714.0,19070.0,28946.0,38451.0,40802.0,46976.0,49444.0,51807.0,59995.0,66119.0,69981.0,76894.0,79472.0,83986.0,90883.0,98785.0,110036.0,117138.0,123744.0,130689.0,135775.0,141659.0,65392.0
445,2448,DEBRIE PASCAL,ACCRO RUN,V1H,445,Fr,141659.0,,14754.0,20914.0,31223.0,40365.0,42280.0,47269.0,49714.0,52444.0,60121.0,66290.0,70648.0,77244.0,79579.0,84409.0,91539.0,98846.0,110030.0,118690.0,123738.0,130699.0,135773.0,141659.0,65392.0
446,1685,BLANCHET Paul,,SEH,447,FR,141702.0,,13668.0,19059.0,27562.0,36006.0,38117.0,42892.0,45532.0,48285.0,57163.0,62817.0,66399.0,73023.0,75153.0,79769.0,86093.0,93818.0,109087.0,114414.0,121083.0,129798.0,135985.0,141702.0,65435.0
